Date,SOILT_O1_5cm,SOILT_O2_5cm,SOILT_O3_5cm,SOILT_J1_5cm,SOILT_J2_5cm,SOILT_J3_5cm,SOILT_P1_5cm,SOILT_P2_5cm,SOILT_P3_5cm,SOILT_P4_5cm,SOILT_P5_5cm,SOILT_5cm_gf,SOILT_O1_10cm,SOILT_O2_10cm,SOILT_O3_10cm,SOILT_J1_10cm,SOILT_J2_10cm,SOILT_J3_10cm,SOILT_P1_10cm,SOILT_P2_10cm,SOILT_P3_10cm,SOILT_P4_10cm,SOILT_P5_10cm,SOILT_10cm_gf,SOILT_O1_30cm,SOILT_O2_30cm,SOILT_O3_30cm,SOILT_J1_30cm,SOILT_J2_30cm,SOILT_J3_30cm,SOILT_P1_30cm,SOILT_P2_30cm,SOILT_P3_30cm,SOILT_P4_30cm,SOILT_P5_30cm,SOILT_30cm_gf,SWC_O1_5cm,SWC_O2_5cm,SWC_O3_5cm,SWC_J1_5cm,SWC_J2_5cm,SWC_J3_5cm,SWC_P1_5cm,SWC_P2_5cm,SWC_P3_5cm,SWC_P4_5cm,SWC_P5_5cm,SWC_5cm_gf,SWC_O1_10cm,SWC_O2_10cm,SWC_O3_10cm,SWC_J1_10cm,SWC_J2_10cm,SWC_J3_10cm,SWC_P1_10cm,SWC_P2_10cm,SWC_P3_10cm,SWC_P4_10cm,SWC_P5_10cm,SWC_10cm_gf,SWC_O1_30cm,SWC_O2_30cm,SWC_O3_30cm,SWC_J1_30cm,SWC_J2_30cm,SWC_J3_30cm,SWC_P1_30cm,SWC_P2_30cm,SWC_P3_30cm,SWC_P4_30cm,SWC_P5_30cm,SWC_30cm_gf
08/13/2018,26.6358333333333,26.4,25.8122916666667,19.5264583333333,20.3875,20.2325,20.01125,23.496875,21.2552083333333,20.9416666666667,24.1420833333333,22.6219696969697,25.46,24.1041666666667,25.116875,19.7483333333333,19.9202083333333,21.0895833333333,19.9010416666667,22.2077083333333,21.9533333333333,21.9933333333333,23.1245833333333,22.2381060606061,24.5002083333333,23.1470833333333,23.5975,19.5189583333333,19.1347916666667,20.6716666666667,20.3364583333333,21.65,21.23375,22.2035416666667,22.7954166666667,21.708125,0.0534893617021277,NaN,0.0413958333333333,0.0785,0.0499583333333334,NaN,0.0722708333333333,0.0385208333333333,0.0411666666666667,0.093936170212766,0.0398541666666667,0.0564869791666667,0.0780625,0.0994166666666667,0.0856666666666667,0.117375,0.0844375,NaN,0.127979166666667,0.104958333333333,0.0960625,0.131818181818182,0.132739130434783,0.105481481481481,0.0869787234042554,0.0810212765957447,0.0862708333333333,0.0697659574468085,0.0871136363636364,0.133208333333333,0.10125,0.0851458333333334,0.114363636363636,NaN,0.150833333333333,0.0997286458333333
08/14/2018,26.4204166666667,25.9360416666667,25.7689583333333,20.660625,20.975,21.0814583333333,20.750625,23.79125,22.1791666666667,21.445625,23.9508333333333,22.9963636363636,26.09375,24.76125,25.474375,20.67875,20.8247916666667,21.5910416666667,20.2847916666667,22.8183333333333,22.4233333333333,22.6891666666667,23.7016666666667,22.8492045454545,25.1277083333333,23.7135416666667,24.375,20.218125,19.79875,21.4285416666667,20.53875,21.94875,22.0572916666667,22.4247916666667,23.1847916666667,22.2560037878788,0.05125,NaN,0.0391041666666667,0.0731041666666667,0.0453333333333333,NaN,0.0648125,0.0362978723404255,0.036125,0.0912608695652174,0.0367291666666667,0.052521412037037,0.0757291666666667,0.0977291666666667,0.081375,0.113291666666667,0.0819791666666666,NaN,0.123729166666667,0.102104166666667,0.0907291666666666,0.126840909090909,0.129104166666667,0.102040509259259,0.0873170731707318,0.0805333333333334,0.0837916666666667,0.0695581395348837,0.0853478260869565,0.124416666666667,0.0996250000000001,0.082875,0.114536585365854,NaN,0.144795454545455,0.0971535218253968
08/15/2018,25.1672916666667,24.8041666666667,24.7679166666667,20.6385416666667,20.3604166666667,21.0847916666667,20.6452083333333,23.2010416666667,21.7558333333333,21.1041666666667,22.9760416666667,22.4095833333333,25.0964583333333,23.9752083333333,24.5885416666667,20.80875,20.4016666666667,21.4879166666667,20.6320833333333,22.4327083333333,22.0020833333333,22.3795833333333,22.640625,22.4041477272727,24.6735416666667,23.7733333333333,24.1047916666667,20.2027083333333,19.914375,21.4822916666667,20.6602083333333,22.0858333333333,22.029375,22.238125,23.140625,22.2095643939394,0.0513404255319149,NaN,0.0395833333333333,0.0684791666666666,0.0414166666666667,NaN,0.0606875,0.0371777777777778,0.033875,0.0881666666666667,0.0358125,0.0508542906746032,0.0736875,0.0952291666666667,0.0763958333333333,0.109958333333333,0.0795,NaN,0.119541666666667,0.0990208333333334,0.0861458333333334,0.121622222222222,0.124875,0.0984381944444445,0.0867916666666667,0.079936170212766,0.0802708333333334,0.0691666666666667,0.083304347826087,0.115395833333333,0.0983333333333333,0.08075,0.114044444444444,NaN,0.140851063829787,0.0947524884259259
08/16/2018,26.49375,26.371875,26.1266666666667,21.1697916666667,20.6360416666667,21.199375,21.1739583333333,24.6683333333333,22.841875,21.3554166666667,23.7985416666667,23.2577840909091,25.7208333333333,24.2154166666667,25.0125,21.1652083333333,20.2129166666667,21.3914583333333,20.8035416666667,23.0964583333333,22.47875,22.850625,22.878125,22.7114393939394,24.4608333333333,23.6902083333333,24.0514583333333,20.2835416666667,19.8289583333333,21.6285416666667,20.6104166666667,22.1970833333333,22.2589583333333,22.2233333333333,22.975,22.2007575757576,0.0507906976744186,NaN,0.039125,0.0636041666666667,0.0385416666666667,NaN,0.0569375,0.0361521739130435,0.030125,0.0850888888888889,0.035468085106383,0.0482616567460317,0.072595744680851,0.0937391304347827,0.0737708333333334,0.106583333333333,0.0774583333333333,NaN,0.116520833333333,0.0975,0.0821875,0.117581395348837,0.123217391304348,0.0958043981481481,0.0867659574468085,0.079,0.0776041666666667,0.0683617021276596,0.0807777777777778,0.109291666666667,0.0968333333333334,0.079375,0.114560975609756,NaN,0.1366,0.0923590029761905
08/17/2018,25.1077083333333,24.5947916666667,24.4466666666667,20.9908333333333,19.8608333333333,21.0941666666667,21.1285416666667,23.296875,21.9739583333333,21.34375,22.46375,22.3910795454545,25.2797916666667,24.3395833333333,24.5189583333333,21.1995833333333,20.0866666666667,21.57125,20.9864583333333,22.9095833333333,22.4352083333333,22.5483333333333,22.6045833333333,22.5890909090909,24.9458333333333,23.820625,24.2854166666667,20.6585416666667,19.7,21.6522916666667,20.9141666666667,22.261875,22.2608333333333,22.531875,23.0164583333333,22.3679924242424,0.0493125,NaN,0.0368541666666667,0.0585208333333333,0.036,NaN,0.0529166666666667,0.0342291666666667,0.0262916666666667,0.083063829787234,0.0335625,0.0455436921296296,0.0713333333333334,0.0917083333333334,0.0705208333333334,0.103895833333333,0.0753541666666667,NaN,0.1134375,0.0947916666666667,0.0767916666666667,0.114155555555556,0.119791666666667,0.0930356481481482,0.0864888888888889,0.0782083333333333,0.0755208333333333,0.0681041666666667,0.0786888888888889,0.101354166666667,0.0959166666666668,0.0779787234042553,0.114282608695652,NaN,0.134239130434783,0.0908649884259259
08/18/2018,26.0764583333333,25.9885416666667,25.373125,20.813125,20.9358333333333,21.0935416666667,20.9616666666667,23.941875,22.2014583333333,21.724375,24.0075,23.0106818181818,25.04375,23.73875,24.7272916666667,20.815625,20.1497916666667,21.6683333333333,20.8052083333333,22.5347916666667,22.4677083333333,22.741875,22.7408333333333,22.4939962121212,24.2995833333333,23.43125,23.3885416666667,20.46875,19.6504166666667,21.2910416666667,20.8435416666667,22.2260416666667,21.9320833333333,22.5095833333333,22.6383333333333,22.0617424242424,0.0495526315789474,NaN,0.0390625,0.0558958333333333,0.0351875,NaN,0.0529318181818182,0.03575,0.0256458333333333,0.0792765957446809,0.0342765957446809,0.045091476521164,0.0704583333333334,0.0906666666666667,0.0681063829787234,0.101125,0.0735624999999999,NaN,0.110854166666667,0.0935625,0.0723125,0.110190476190476,0.117875,0.0906625,0.0859583333333333,0.0776666666666666,0.0730208333333333,0.0674782608695653,0.0773913043478261,0.0969574468085106,0.0946041666666667,0.0768958333333333,0.113926829268293,NaN,0.132204545454545,0.0888918485449736
08/19/2018,26.9608333333333,26.84,26.01,20.3116666666667,21.3464583333333,21.6235416666667,20.6858333333333,23.6645833333333,22.0308333333333,21.9033333333333,23.9964583333333,23.2157765151515,26.055,24.5535416666667,25.290625,20.6429166666667,20.7129166666667,21.9083333333333,20.721875,22.6758333333333,22.2654166666667,23.0345833333333,23.2639583333333,22.8295454545455,24.8816666666667,23.83625,24.1520833333333,20.39625,19.8960416666667,21.7116666666667,20.83375,22.2554166666667,22.180625,22.8110416666667,23.0870833333333,22.3674431818182,0.0491875,NaN,0.0364375,0.0516041666666667,0.0328333333333333,NaN,0.0501875,0.0333333333333333,0.0223541666666667,0.0756875,0.033375,0.0427777777777778,0.0699148936170213,0.0902340425531915,0.0663541666666667,0.0981041666666667,0.0717083333333334,NaN,0.108125,0.0917916666666667,0.0666666666666667,0.107413043478261,0.115979166666667,0.0885803240740741,0.0862127659574468,0.0771458333333333,0.0713333333333334,0.0666666666666667,0.0756086956521739,0.0913191489361702,0.0932708333333333,0.0759791666666667,0.113166666666667,NaN,0.13125,0.0873735945767196
08/20/2018,27.9483333333333,27.6189583333333,27.40375,20.6227083333333,21.92875,22.0314583333333,20.8002083333333,24.7179166666667,22.8445833333333,22.1520833333333,25.6385416666667,23.9733901515151,27.035,24.8839583333333,26.0954166666667,20.89375,21.1852083333333,22.3041666666667,20.818125,23.14375,22.5577083333333,23.4154166666667,23.8920833333333,23.2931439393939,24.976875,24.1814583333333,24.4354166666667,20.0664583333333,20.1408333333333,21.8879166666667,20.5710416666667,22.2091666666667,22.0560416666667,22.706875,23.4220833333333,22.4231060606061,0.047531914893617,NaN,0.034625,0.048125,0.0306875,NaN,0.0469166666666667,0.0315625,0.02,0.0730625,0.031875,0.0404719328703704,0.0693333333333333,0.0896595744680851,0.0648125,0.0965208333333333,0.0699583333333333,NaN,0.1058125,0.0902916666666667,0.0609375,0.104177777777778,0.1148125,0.0865055555555556,0.0863695652173913,0.0768888888888889,0.0701458333333333,0.0664347826086956,0.074046511627907,0.0868085106382979,0.0921041666666667,0.0747234042553191,0.112704545454546,NaN,0.129478260869565,0.0868600033068783
08/21/2018,26.0883333333333,25.5027083333333,24.996875,20.529375,20.625,21.6004166666667,21.1777083333333,23.7197916666667,22.0729166666667,21.830625,23.671875,22.8923295454545,26.0697916666667,24.986875,25.496875,20.8139583333333,21.069375,22.2439583333333,20.8629166666667,23.221875,22.7002083333333,22.8045833333333,23.7175,23.0898106060606,25.6364583333333,24.2604166666667,24.848125,20.5714583333333,20.1827083333333,22.0391666666667,20.9239583333333,22.3022916666667,22.1977083333333,23.1227083333333,23.561875,22.6951704545454,0.0516041666666667,NaN,0.0401875,0.0457083333333334,0.03125,NaN,0.0457916666666667,0.0383333333333333,0.0247291666666667,0.0785625,0.0392083333333333,0.0439305555555556,0.0684375,0.0880416666666667,0.0626875,0.0947291666666667,0.068,NaN,0.1041875,0.0887500000000001,0.0557916666666667,0.0996739130434783,0.112354166666667,0.0841974537037037,0.086063829787234,0.0762608695652174,0.0687446808510638,0.0660416666666667,0.0723023255813954,0.0828333333333333,0.0912500000000001,0.0737446808510638,0.111659574468085,NaN,0.128444444444444,0.0856014467592593
08/22/2018,20.4654166666667,19.9908333333333,20.1325,17.911875,17.7939583333333,19.525625,19.6345833333333,19.319375,18.8252083333333,19.1925,20.0416666666667,19.3485037878788,22.1933333333333,22.36375,21.713125,19.0839583333333,18.9529166666667,20.2558333333333,20.081875,20.5195833333333,20.2097916666667,20.4608333333333,21.1714583333333,20.6369507575758,24.024375,23.2270833333333,23.3664583333333,19.9033333333333,19.6925,21.5095833333333,20.723125,21.8547916666667,21.850625,21.69375,22.6710416666667,21.8651515151515,0.0965104166666667,NaN,0.0998125,0.0508333333333333,0.0471458333333333,NaN,0.0514583333333333,0.06725,0.0474166666666667,0.14734375,0.0782083333333333,0.0762199074074074,0.0666041666666667,0.0856875,0.0602708333333333,0.0928541666666666,0.0659791666666667,NaN,0.1021875,0.0866808510638298,0.05225,0.0940833333333334,0.117541666666667,0.0824037037037037,0.0846041666666667,0.075468085106383,0.0677659574468086,0.0654130434782609,0.0708085106382979,0.0781914893617022,0.0905434782608696,0.0733125,0.11,NaN,0.125702127659574,0.083550462962963
08/23/2018,20.0652083333333,19.85375,19.8710416666667,16.8602083333333,17.6341666666667,18.6920833333333,18.8135416666667,18.7472916666667,18.215,18.8514583333333,19.6285416666667,18.8392992424242,20.6991666666667,20.8195833333333,20.330625,17.866875,18.1820833333333,19.31375,19.221875,19.3897916666667,19.3679166666667,19.574375,20.1291666666667,19.535928030303,22.11125,21.5727083333333,21.590625,18.8608333333333,18.7077083333333,20.1752083333333,20.1233333333333,20.8670833333333,20.779375,20.5675,21.41875,20.6158522727273,0.174520833333333,NaN,0.196666666666667,0.0697291666666667,0.0991666666666666,NaN,0.0803541666666667,0.1170625,0.0960208333333334,0.231520833333333,0.1301875,0.132803240740741,0.0669791666666667,0.0872708333333334,0.0614791666666667,0.0922083333333334,0.0736666666666667,NaN,0.100979166666667,0.0867291666666667,0.0595625,0.100382978723404,0.189104166666667,0.0918180555555555,0.0834255319148937,0.0755416666666667,0.0668936170212766,0.0650851063829787,0.07,0.0773555555555555,0.0901914893617021,0.0730212765957447,0.115355555555556,NaN,0.124085106382979,0.0839732390873016
08/24/2018,21.6352083333333,21.3704166666667,20.956875,17.6372916666667,18.5135416666667,19.46,19.435625,20.5589583333333,19.5214583333333,19.7339583333333,20.468125,19.9355871212121,21.6197916666667,21.134375,21.0077083333333,18.1633333333333,18.8860416666667,19.9072916666667,19.4295833333333,20.4089583333333,20.18625,20.3808333333333,20.4791666666667,20.1457575757576,21.9764583333333,21.4447916666667,21.526875,18.3979166666667,18.7110416666667,20.2364583333333,19.6114583333333,20.3322916666667,20.4672916666667,20.8347916666667,21.4835416666667,20.4566287878788,0.156208333333333,NaN,0.1755,0.0714166666666666,0.0962708333333333,NaN,0.0848541666666667,0.109333333333333,0.0927916666666667,0.211436170212766,0.114125,0.123326388888889,0.0691276595744681,0.0910625,0.0644375,0.0919777777777778,0.0791333333333334,NaN,0.101125,0.0875,0.0635,0.112181818181818,0.190212765957447,0.0948690393518519,0.0835681818181819,0.076375,0.0662765957446809,0.0652727272727273,0.0698409090909091,0.0778936170212766,0.0896382978723404,0.073625,0.113326086956522,NaN,0.123659574468085,0.0840776041666667
08/25/2018,22.16625,22.320625,21.2729166666667,17.311875,18.345625,19.3441666666667,19.3439583333333,20.8658333333333,19.5227083333333,19.5227083333333,20.13375,20.0136742424242,21.9783333333333,21.5033333333333,21.2495833333333,17.9260416666667,18.5397916666667,19.6185416666667,19.2922916666667,20.4695833333333,20.045,20.6120833333333,20.3841666666667,20.1471590909091,22.04,21.5060416666667,21.4795833333333,18.3833333333333,18.719375,20.240625,19.6079166666667,20.5766666666667,20.695,20.8725,21.4385416666667,20.5054166666667,0.155,NaN,0.167875,0.0738297872340425,0.0894583333333333,NaN,0.0906458333333333,0.106104166666667,0.0898958333333334,0.189282608695652,0.1129375,0.119062727347884,0.0710416666666667,0.0942291666666667,0.0667234042553191,0.0914166666666667,0.0787916666666667,NaN,0.100489361702128,0.0886458333333333,0.0651702127659574,0.116214285714286,0.1851875,0.0956439814814815,0.0836170212765958,0.0773958333333333,0.0668837209302326,0.0650666666666667,0.0694523809523809,0.0780697674418605,0.0894042553191489,0.0738444444444444,0.112869565217391,NaN,0.123522727272727,0.0841899884259259
08/26/2018,23.1872916666667,23.45375,22.2889583333333,18.0595833333333,18.7333333333333,19.504375,19.4991666666667,21.6360416666667,20.1329166666667,20.055,20.695,20.6586742424242,22.929375,22.25125,22.1227083333333,18.1335416666667,18.7772916666667,19.9616666666667,19.280625,21.0041666666667,20.5670833333333,21.1095833333333,20.7527083333333,20.6263636363636,22.3445833333333,21.6066666666667,21.5472916666667,18.338125,18.60125,20.1108333333333,19.7285416666667,20.77875,20.7460416666667,20.9066666666667,21.0416666666667,20.5227651515152,0.139052083333333,NaN,0.144364583333333,0.0731041666666667,0.0842083333333333,NaN,0.0896875,0.0959791666666667,0.0840208333333333,0.166510416666667,0.099375,0.108478009259259,0.0728541666666667,0.0961458333333334,0.068875,0.0914130434782609,0.0776041666666666,NaN,0.0998936170212766,0.0892916666666667,0.067,0.11719512195122,0.175020833333333,0.0952101851851852,0.0841041666666667,0.078375,0.0668181818181819,0.065531914893617,0.0696744186046511,0.0787674418604651,0.0892083333333333,0.0741333333333333,0.112023255813954,NaN,0.123372093023256,0.0838287698412698
08/27/2018,23.895625,24.140625,23.0727083333333,18.485,19.506875,19.9875,19.4714583333333,21.704375,20.13125,20.4783333333333,21.4422916666667,21.1196401515152,23.4441666666667,22.6747916666667,22.7960416666667,18.5854166666667,19.2754166666667,20.3222916666667,19.45,21.31875,20.730625,21.6314583333333,21.1897916666667,21.0380681818182,22.6566666666667,21.97375,22.0227083333333,18.349375,18.5166666666667,20.22125,19.72125,20.7827083333333,20.6766666666667,21.3589583333333,21.2595833333333,20.6854166666667,0.129958333333333,NaN,0.134042553191489,0.0723125,0.0797708333333333,NaN,0.0877083333333333,0.087375,0.0765208333333334,0.142691489361702,0.0890416666666666,0.0997527488425926,0.0743125,0.09775,0.0706041666666667,0.0915208333333334,0.0766875,NaN,0.0995869565217392,0.0899583333333334,0.0681458333333334,0.11745,0.164479166666667,0.0946275462962963,0.0845111111111111,0.0792291666666667,0.0670681818181819,0.066,0.0694047619047619,0.0790238095238095,0.088875,0.0742954545454545,0.111893617021277,NaN,0.124276595744681,0.0849142278439153
08/28/2018,24.17125,24.4208333333333,23.3535416666667,18.0397916666667,19.9095833333333,19.8491666666667,18.7004166666667,21.033125,19.7091666666667,20.02,21.8491666666667,21.0050946969697,24.0939583333333,22.9075,23.0983333333333,18.5397916666667,19.6170833333333,20.25875,19.1470833333333,20.9135416666667,20.248125,21.6670833333333,21.4495833333333,21.0855303030303,23.16625,22.4339583333333,22.4235416666667,18.4575,18.966875,20.635,19.5097916666667,20.7789583333333,20.7870833333333,21.3975,21.559375,20.9196212121212,0.115125,NaN,0.12196875,0.0705625,0.0749791666666667,NaN,0.0845416666666667,0.0784583333333333,0.0665625,0.125333333333333,0.0780625,0.0906215277777778,0.0756041666666667,0.097804347826087,0.0713829787234042,0.0906382978723405,0.0750625,NaN,0.0984791666666667,0.0898333333333334,0.0681063829787234,0.114952380952381,0.150708333333333,0.0930557291666667,0.0847826086956522,0.0793913043478261,0.0675106382978724,0.0657446808510638,0.069547619047619,0.078906976744186,0.088304347826087,0.0744375,0.110829787234043,NaN,0.124695652173913,0.0845399305555555
08/29/2018,24.2970833333333,24.543125,23.9047916666667,18.0614583333333,19.999375,19.8695833333333,18.5802083333333,21.1789583333333,20.0570833333333,20.0708333333333,22.1541666666667,21.1560606060606,23.966875,22.8925,23.35375,18.3197916666667,19.674375,20.236875,18.8445833333333,20.6935416666667,20.3675,21.679375,21.5408333333333,21.0518181818182,23.2625,22.4639583333333,22.5491666666667,18.38375,19.0691666666667,20.496875,19.22625,20.54,20.6777083333333,21.5627083333333,21.616875,20.8953598484848,0.0984791666666667,NaN,0.108104166666667,0.0686041666666667,0.07025,NaN,0.0806666666666667,0.06875,0.056,0.111354166666667,0.0690208333333334,0.0812476851851852,0.0759791666666667,0.0973125,0.0718085106382979,0.0900869565217392,0.0735208333333333,NaN,0.0975652173913043,0.0895416666666667,0.0681875,0.11052380952381,0.138020833333333,0.0910236111111111,0.0852708333333333,0.0794444444444445,0.0681041666666666,0.0656595744680851,0.06925,0.0795869565217392,0.0877021276595745,0.0737555555555555,0.109409090909091,NaN,0.124177777777778,0.084025710978836
08/30/2018,26.2720833333333,25.915625,25.4079166666667,20.1245833333333,21.1622916666667,21.0770833333333,19.8420833333333,22.6514583333333,21.6739583333333,21.0472916666667,23.7264583333333,22.6273484848485,25.1595833333333,23.929375,24.5347916666667,19.365625,20.8627083333333,21.27375,19.2429166666667,22.004375,21.6879166666667,22.2958333333333,22.87,22.1115340909091,23.9283333333333,22.7,23.3385416666667,18.774375,19.1016666666667,20.9689583333333,19.4727083333333,20.4922916666667,20.8604166666667,22.08,21.8839583333333,21.2364772727273,0.0834375,NaN,0.0920833333333334,0.066875,0.0649791666666667,NaN,0.0760208333333334,0.0587083333333333,0.044875,0.101770833333333,0.0616458333333333,0.0722662037037037,0.0766666666666666,0.0971276595744681,0.0722083333333333,0.0899583333333333,0.0727083333333333,NaN,0.0971041666666667,0.0898333333333334,0.0683125,0.108702127659575,0.1284375,0.0900423611111111,0.0859148936170212,0.0798541666666667,0.0691702127659574,0.0651304347826087,0.0698478260869565,0.0799024390243903,0.0873541666666667,0.0735111111111111,0.109888888888889,NaN,0.125511111111111,0.0844600198412698
08/31/2018,26.6547916666667,26.5279166666667,26.09625,20.45625,21.4025,21.4697916666667,20.160625,23.3577083333333,22.0595833333333,21.405,24.315,23.0823106060606,25.80875,24.3235416666667,25.2810416666667,20.1079166666667,21.044375,21.7727083333333,19.8210416666667,22.366875,22.1079166666667,22.9172916666667,23.4247916666667,22.6342045454545,24.2972916666667,23.2645833333333,23.6025,19.2785416666667,19.6491666666667,21.1822916666667,19.7720833333333,21.2029166666667,21.34125,22.303125,22.455,21.6680681818182,0.0709791666666667,NaN,0.07425,0.0629583333333333,0.0583333333333333,NaN,0.0688333333333333,0.0491666666666667,0.0350833333333333,0.0935208333333333,0.0530416666666667,0.0629074074074074,0.0759791666666667,0.0950212765957447,0.0706666666666667,0.0892765957446809,0.0711458333333334,NaN,0.096468085106383,0.0890416666666667,0.0671041666666666,0.104690476190476,0.121708333333333,0.0878407407407408,0.0861489361702127,0.0797916666666667,0.069625,0.0647446808510638,0.069175,0.0792790697674419,0.0868333333333333,0.0731914893617021,0.109854166666667,NaN,0.125478260869565,0.0846635416666667
09/01/2018,20.0284782608696,20.094347826087,19.55,16.2263043478261,18.1976086956522,19.4660869565217,18.0104347826087,17.6460869565217,17.1597826086956,18.9319565217391,19.4830434782609,18.5627272727273,21.9676086956522,22.4569565217391,21.3271739130435,18.1280434782609,19.4271739130435,20.3476086956522,18.9713043478261,19.165652173913,18.7782608695652,20.4028260869565,20.8723913043478,20.1502462121212,23.9584782608696,23.1586956521739,23.1089130434783,19.2956521739131,19.7576086956522,21.4726086956522,19.8402173913043,20.9473913043478,21.0254347826087,21.670652173913,22.1673913043478,21.4831060606061,0.141077777777778,NaN,0.149860465116279,0.0944666666666667,0.103185714285714,NaN,0.136177777777778,0.123566666666667,0.117988888888889,0.1677,0.1008,0.125721064814815,0.0790888888888889,0.0910681818181818,0.103177777777778,0.0879318181818182,0.0949761904761905,NaN,0.136022222222222,0.0994,0.118044444444444,0.0991111111111111,0.215077777777778,0.111395240162037,0.0853181818181818,0.0786585365853658,0.0682954545454546,0.0636590909090909,0.0686511627906977,0.0765777777777778,0.0863409090909091,0.0726279069767442,NaN,NaN,0.122844444444444,0.0838037037037037
09/02/2018,19.003488372093,18.8497674418605,18.9232558139535,15.563023255814,17.0593023255814,18.0216279069767,17.0611627906977,17.7341860465116,17.2648837209302,18.2779069767442,18.5074418604651,17.5212878787879,19.3551162790698,19.813488372093,19.0923255813954,16.4627906976744,17.626976744186,18.4925581395349,17.7388372093023,18.0106976744186,17.9504651162791,19.2120930232558,18.6669767441861,18.2681534090909,21.1795348837209,21.1032558139535,20.766976744186,17.2688372093023,18.383488372093,19.8613953488372,18.4739534883721,19.1606976744186,19.2493023255814,20.443488372093,20.753488372093,19.7463731060606,0.184813953488372,NaN,0.207046511627907,0.132069767441861,0.156023255813953,NaN,0.181813953488372,0.167837209302326,0.167325581395349,0.222953488372093,0.134883720930233,0.173142361111111,0.0941860465116279,0.0928604651162791,0.156232558139535,0.0889523809523809,0.119953488372093,NaN,0.168046511627907,0.146767441860465,0.149,0.0969024390243903,0.278023255813953,0.139388425925926,0.0836904761904762,0.0789285714285714,0.0668571428571429,0.063390243902439,0.0671904761904762,0.0749512195121951,0.0857619047619047,0.0721794871794872,0.153880952380952,NaN,0.121046511627907,0.0877565310846561
09/03/2018,18.8360869565217,18.9921739130435,18.6341304347826,15.2215217391304,16.7763043478261,17.875652173913,17.4889130434783,18.2128260869565,17.2376086956522,18.4841304347826,17.7776086956522,17.6215909090909,19.0510869565217,19.540652173913,18.8610869565217,16.1563043478261,17.4789130434783,18.2726086956522,17.7680434782609,18.4160869565217,18.02,19.4136956521739,18.2195652173913,18.2242045454545,20.2363043478261,20.0828260869565,20.0036956521739,17.0176086956522,17.7471739130435,19.1586956521739,18.3684782608696,18.7376086956522,19.0156521739131,19.9458695652174,19.8430434782609,19.1051136363636,0.166866666666667,NaN,0.189,0.122977777777778,0.136911111111111,NaN,0.168022222222222,0.146,0.148466666666667,0.203215909090909,0.1206,0.155523148148148,0.0982888888888889,0.0961777777777778,0.1538,0.0889777777777778,0.113644444444444,NaN,0.161911111111111,0.148837209302326,0.1394,0.0968974358974359,0.261733333333333,0.136445717592593,0.0832444444444445,0.0794888888888889,0.0665681818181818,0.0631818181818182,0.0669761904761905,0.0745116279069767,0.0856904761904761,0.0727674418604651,0.150340909090909,NaN,0.12075,0.0864928158068783
09/04/2018,21.1081818181818,21.9215909090909,20.3120454545455,16.1745454545455,17.6131818181818,18.4127272727273,17.9034090909091,19.7936363636364,17.8293181818182,19.1877272727273,19.1056818181818,18.6540340909091,20.2486363636364,20.2663636363636,19.7061363636364,16.1820454545455,17.665,18.6304545454545,18.0109090909091,19.1206818181818,18.4856818181818,19.915,18.81,18.6580303030303,20.3697727272727,20.1070454545455,19.8684090909091,16.7893181818182,17.4934090909091,18.9906818181818,18.3943181818182,18.6897727272727,18.9072727272727,20.1518181818182,19.7315909090909,19.0532386363636,0.155159090909091,NaN,0.172068181818182,0.116181818181818,0.123204545454545,NaN,0.15425,0.129659090909091,0.132909090909091,0.184840909090909,0.108931818181818,0.141826388888889,0.101681818181818,0.0997954545454546,0.148545454545455,0.0900697674418605,0.105818181818182,NaN,0.154522727272727,0.143045454545455,0.133340909090909,0.0974324324324325,0.252386363636364,0.133311342592593,0.0832272727272728,0.0804651162790698,0.0664772727272727,0.0639069767441861,0.0668461538461538,0.0750238095238095,0.0858536585365853,0.0733023255813954,0.146604651162791,NaN,0.120139534883721,0.0864952876984127
09/05/2018,20.2127659574468,20.4859574468085,19.5221276595745,16.6010638297872,17.3608510638298,18.4536170212766,18.0155319148936,18.8106382978723,17.4495744680851,18.8597872340426,18.608085106383,18.5207386363636,20.6551063829787,20.7263829787234,19.8557446808511,16.7991489361702,17.9044680851064,18.9755319148936,18.1931914893617,19.016170212766,18.4397872340426,20.0404255319149,19.0472340425532,19.0253409090909,20.8878723404255,20.3297872340426,19.9355319148936,16.8597872340426,17.5276595744681,19.1885106382979,18.6770212765957,18.9908510638298,19.0855319148936,20.0772340425532,19.6974468085106,19.2089962121212,0.14513829787234,NaN,0.160322222222222,0.112117021276596,0.112311111111111,NaN,0.14275,0.118457446808511,0.121553191489362,0.16625,0.099968085106383,0.130778790509259,0.102086956521739,0.100717391304348,0.140695652173913,0.0910217391304348,0.0995869565217392,NaN,0.148234042553191,0.134673913043478,0.128191489361702,0.0975348837209302,0.237304347826087,0.128125115740741,0.0839565217391305,0.0811086956521739,0.0670888888888889,0.0638888888888889,0.0670222222222222,0.0749761904761905,0.0861555555555555,0.0731739130434782,0.1432,NaN,0.120866666666667,0.0862375578703704
